"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"PWY-7560: methylerythritol phosphate pathway II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.853868640952772	0	0.811163442073395	0.292502877220948	0.58232838256802	0.411699041453358	0.599432130118737	NA	"prevalence"	65	58
"PWY-922: mevalonate pathway I (eukaryotes and bacteria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.575370328540836	0	0.523078805687647	0.271345747469649	0.58232838256802	0.469062980269435	0.638925036628615	NA	"prevalence"	65	29
"PWY0-1061: superpathway of L-alanine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.853868640962645	0	0.811162837126412	0.292502517284988	0.58232838256802	0.499447311951921	0.638999418375949	NA	"prevalence"	65	58
"PWY0-1319: CDP-diacylglycerol biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.853868640962645	0	0.811162837126412	0.292502517284988	0.58232838256802	0.421659043050446	0.602630634184678	NA	"prevalence"	65	58
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.632523147930994	0	0.583158615292753	0.27807658243727	0.58232838256802	0.478826579174548	0.638925036628615	NA	"prevalence"	65	49
"PWY3O-4107: NAD salvage pathway V (PNC V cycle)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.853868640962645	0	0.811162837126412	0.292502517284988	0.58232838256802	0.499447311951921	0.638999418375949	NA	"prevalence"	65	58
"PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.853868640962645	0	0.811162837126412	0.292502517284988	0.58232838256802	0.499447311951921	0.638999418375949	NA	"prevalence"	65	58
"THRESYN-PWY: superpathway of L-threonine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.853868640962645	0	0.811162837126412	0.292502517284988	0.58232838256802	0.334237258208996	0.56136373482978	NA	"prevalence"	65	58
"PWY-8182: valproate &beta;-oxidation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.653757158091329	-0.0597419706712674	0.550917986113832	0.295210807689437	0.586377631711896	0.453825629482075	0.626711583570484	NA	"abundance"	65	21
"GLUDEG-I-PWY: GABA shunt"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.390893905616627	-0.0597419706712674	0.427779446745423	0.297685092727677	0.588822730274566	0.317322156886666	0.541524077293027	NA	"abundance"	65	50
"PWY0-881: superpathway of fatty acid biosynthesis I (E. coli)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.606706076724944	-0.0597419706712674	0.519361035339336	0.297795403817022	0.588822730274566	0.290960803173393	0.520349996941037	NA	"abundance"	65	48
"PWY-5005: biotin biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.378578504116183	-0.0597419706712674	0.415344543788871	0.298478768314136	0.588835665381629	0.382063162051166	0.593606554770376	NA	"abundance"	65	40
"PWY-5088: L-glutamate degradation VIII (to propanoate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.553140005115747	0	0.533698790720523	0.300002832275806	0.59050331239808	0.170470407212564	0.520349996941037	NA	"prevalence"	65	26
"PWY-6151: S-adenosyl-L-methionine salvage I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0474327861175451	-0.0597419706712674	0.104632360071871	0.320534477315564	0.593329777158598	0.291874481042789	0.520349996941037	NA	"abundance"	65	61
"PWY-6270: isoprene biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0366444156153516	-0.0597419706712674	0.0925388136906837	0.316758102660868	0.593329777158598	0.499447821259363	0.638999418375949	NA	"abundance"	65	58
"PWY-6628: superpathway of L-phenylalanine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0457602098435721	-0.0597419706712674	0.10024905575847	0.31072768487582	0.593329777158598	0.288483295283944	0.520349996941037	NA	"abundance"	65	59
"PWY-7254: TCA cycle VII (acetate-producers)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.383536520783806	-0.0597419706712674	0.311854567731414	0.304788853494634	0.593329777158598	0.134092610753118	0.520349996941037	NA	"abundance"	65	54
"PWY-801: homocysteine and cysteine interconversion"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.809644396843455	-0.0597419706712674	0.727528024611113	0.307801255914186	0.593329777158598	0.3173216673199	0.541524077293027	NA	"abundance"	65	50
"PWY0-321: phenylacetate degradation I (aerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.631370805711593	-0.0597419706712674	0.680835582048263	0.319057519873614	0.593329777158598	0.536317338759327	0.66643230272175	NA	"abundance"	65	29
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.272559434284039	-0.0597419706712674	0.329870117082863	0.319142406996878	0.593329777158598	0.236303446767756	0.520349996941037	NA	"abundance"	65	55
"TRPSYN-PWY: L-tryptophan biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0454972471276886	-0.0597419706712674	0.101128134044295	0.316334725668636	0.593329777158598	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"ARGININE-SYN4-PWY: L-ornithine biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.666298779958532	0	0.662160955644714	0.314295820804591	0.593329777158598	0.301511956680719	0.528861698210132	NA	"prevalence"	65	53
"ECASYN-PWY: enterobacterial common antigen biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.598061081197748	0	0.601066466307913	0.319736307057535	0.593329777158598	0.537241308064279	0.66643230272175	NA	"prevalence"	65	48
"GLUTORN-PWY: L-ornithine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008411746069	0	0.951369677578075	0.316985706494529	0.593329777158598	0.19597919539171	0.520349996941037	NA	"prevalence"	65	60
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008411746069	0	0.951369677578075	0.316985706494529	0.593329777158598	0.533491474867222	0.66643230272175	NA	"prevalence"	65	60
"ORNDEG-PWY: superpathway of ornithine degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.666298779926029	0	0.662160622963864	0.314295577697253	0.593329777158598	0.529809445234456	0.66643230272175	NA	"prevalence"	65	53
"PWY-5384: sucrose degradation IV (sucrose phosphorylase)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008411746069	0	0.951369677578075	0.316985706494529	0.593329777158598	0.533491474867222	0.66643230272175	NA	"prevalence"	65	60
"PWY-5675: nitrate reduction V (assimilatory)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.606139394929745	0	0.609568208937301	0.32004032885577	0.593329777158598	0.537654845617431	0.66643230272175	NA	"prevalence"	65	51
"PWY-5941: glycogen degradation II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008411746069	0	0.951369677578075	0.316985706494529	0.593329777158598	0.533491474867222	0.66643230272175	NA	"prevalence"	65	60
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008393082134	0	0.951369405585872	0.316985577625515	0.593329777158598	0.0876869079441068	0.520349996941037	NA	"prevalence"	65	60
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008393082134	0	0.951369405585872	0.316985577625515	0.593329777158598	0.157825724213266	0.520349996941037	NA	"prevalence"	65	60
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008393082134	0	0.951369405585872	0.316985577625515	0.593329777158598	0.0876616245903026	0.520349996941037	NA	"prevalence"	65	60
"PWY-6317: D-galactose degradation I (Leloir pathway)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008393082134	0	0.951369405585872	0.316985577625515	0.593329777158598	0.377163266667949	0.593606554770376	NA	"prevalence"	65	60
"PWY-6527: stachyose degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008393082134	0	0.951369405585872	0.316985577625515	0.593329777158598	0.405260131798605	0.599432130118737	NA	"prevalence"	65	60
"PWY-7238: sucrose biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008411746069	0	0.951369677578075	0.316985706494529	0.593329777158598	0.533491474867222	0.66643230272175	NA	"prevalence"	65	60
"PWY-7392: taxadiene biosynthesis (engineered)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.606056907109433	0	0.609565912219714	0.320104366114737	0.593329777158598	0.537741927023757	0.66643230272175	NA	"prevalence"	65	51
"PWY-7790: UMP biosynthesis II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008411746069	0	0.951369677578075	0.316985706494529	0.593329777158598	0.290876343122268	0.520349996941037	NA	"prevalence"	65	60
"PWY-7791: UMP biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008411746069	0	0.951369677578075	0.316985706494529	0.593329777158598	0.435828771327807	0.619560508260118	NA	"prevalence"	65	60
"PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008411746069	0	0.951369677578075	0.316985706494529	0.593329777158598	0.0208286214484808	0.520349996941037	NA	"prevalence"	65	60
"PWY0-1415: superpathway of heme b biosynthesis from uroporphyrinogen-III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.571178129871505	0	0.566321521828403	0.313178162253893	0.593329777158598	0.528275763195061	0.66643230272175	NA	"prevalence"	65	46
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.952008411746069	0	0.951369677578075	0.316985706494529	0.593329777158598	0.533491474867222	0.66643230272175	NA	"prevalence"	65	60
"P23-PWY: reductive TCA cycle I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.529468732705895	-0.0597419706712674	0.473746581724948	0.326990527356885	0.603995241614628	0.1615727432999	0.520349996941037	NA	"abundance"	65	47
"PWY-5004: superpathway of L-citrulline metabolism"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.463346618029644	-0.0597419706712674	0.40890259979889	0.329265439913553	0.606908755772863	0.550115149905641	0.679829801729982	NA	"abundance"	65	48
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.34189998072938	-0.0597419706712674	0.286251871214903	0.330081460566698	0.607126576518027	0.236303114372503	0.520349996941037	NA	"abundance"	65	55
"ALL-CHORISMATE-PWY: superpathway of chorismate metabolism"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.670417888654485	-0.0597419706712674	0.616923491504515	0.333701185953619	0.610220757498145	0.182965930815802	0.520349996941037	NA	"abundance"	65	23
"PWY-6803: phosphatidylcholine acyl editing"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.341543234668874	-0.0597419706712674	0.288221187552575	0.333260157542604	0.610220757498145	0.288482895741157	0.520349996941037	NA	"abundance"	65	59
"PWY-7115: C4 photosynthetic carbon assimilation cycle, NAD-ME type"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.135711075456554	-0.0597419706712674	0.199389869619369	0.33388649951906	0.610220757498145	0.276659136695857	0.520349996941037	NA	"abundance"	65	57
"PWY-7345: superpathway of anaerobic sucrose degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.114345270779664	-0.0597419706712674	0.17808841577098	0.334569311869672	0.610220757498145	0.0745244427661943	0.520349996941037	NA	"abundance"	65	57
"PWY3O-4107: NAD salvage pathway V (PNC V cycle)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0857779182954485	-0.0597419706712674	0.148768309795754	0.337105914805564	0.613560974646111	0.499447311951921	0.638999418375949	NA	"abundance"	65	58
"KETOGLUCONMET-PWY: ketogluconate metabolism"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.514702961734886	-0.0597419706712674	0.475049275032218	0.34267801788827	0.62132129104457	0.236303152644366	0.520349996941037	NA	"abundance"	65	55
"ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.523248741241337	0	0.554025623690678	0.344940440890261	0.62132129104457	0.570896974018955	0.697584785669228	NA	"prevalence"	65	46
"CARNMET-PWY: L-carnitine degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.523248741266408	0	0.554025190505544	0.344940063668097	0.62132129104457	0.570896479812843	0.697584785669228	NA	"prevalence"	65	46
"ORNARGDEG-PWY: superpathway of L-arginine and L-ornithine degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.523248741241337	0	0.554025623690678	0.344940440890261	0.62132129104457	0.570896974018955	0.697584785669228	NA	"prevalence"	65	46
"PWY-7039: phosphatidate metabolism, as a signaling molecule"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.494809543491256	0	0.522954159859911	0.34405602808148	0.62132129104457	0.569737505703756	0.697584785669228	NA	"prevalence"	65	34
"PWY-6478: GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.489721285920856	0	0.525640964432863	0.35150968291576	0.63054314254992	0.579460308647981	0.70409283313372	NA	"prevalence"	65	41
"PWY-6588: pyruvate fermentation to acetone"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.489742053392113	0	0.52564075736073	0.35148906908748	0.63054314254992	0.579433572486977	0.70409283313372	NA	"prevalence"	65	41
"PWY-6071: superpathway of phenylethylamine degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.596471506984017	-0.0597419706712674	0.698809698335888	0.355926971933709	0.637153221362812	0.585169934517519	0.70780974111234	NA	"abundance"	65	29
"PWY-6562: norspermidine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.286760418418783	-0.0597419706712674	0.374479683933846	0.360199269570612	0.638234958302306	0.590655025342021	0.70780974111234	NA	"abundance"	65	47
"GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.595826421948507	0	0.650413880084834	0.359628747082304	0.638234958302306	0.589924658436621	0.70780974111234	NA	"prevalence"	65	53
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronosides degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.595826421948507	0	0.650413880084834	0.359628747082304	0.638234958302306	0.490232126285972	0.638999418375949	NA	"prevalence"	65	53
"METHGLYUT-PWY: superpathway of methylglyoxal degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.595826418427602	0	0.650414492202307	0.359629202076159	0.638234958302306	0.589925241166383	0.70780974111234	NA	"prevalence"	65	53
"PWY-7094: fatty acid salvage"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.595826422463697	0	0.650414826577553	0.35962944581549	0.638234958302306	0.589925553333423	0.70780974111234	NA	"prevalence"	65	53
"CITRULBIO-PWY: L-citrulline biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.581921561913177	0	0.644498155766691	0.366575530603978	0.645588485071784	0.240007533716009	0.520349996941037	NA	"prevalence"	65	53
"FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.581921562271867	0	0.644496845919885	0.366574556317362	0.645588485071784	0.598772207295454	0.713605233352116	NA	"prevalence"	65	53
"PWY-7237: myo-, chiro- and scyllo-inositol degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.581921562271867	0	0.644496845919885	0.366574556317362	0.645588485071784	0.598772207295454	0.713605233352116	NA	"prevalence"	65	53
"PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.329980362468897	-0.0597419706712674	0.301778298190827	0.375168725983599	0.6580580475922	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.538996752029351	0	0.607492714134635	0.374945344981361	0.6580580475922	0.299194675615876	0.528861698210132	NA	"prevalence"	65	48
"PWY-5838: superpathway of menaquinol-8 biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.296144168090425	-0.0597419706712674	0.264410320824812	0.375983100394923	0.658159551999162	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"PWY-5897: superpathway of menaquinol-11 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.305469623687712	-0.0597419706712674	0.276150230184023	0.378883680135086	0.658258402689596	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"PWY-5898: superpathway of menaquinol-12 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.305469623687712	-0.0597419706712674	0.276150230184023	0.378884398337542	0.658258402689596	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"PWY-5899: superpathway of menaquinol-13 biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.305469623687712	-0.0597419706712674	0.276150230184023	0.379066045686767	0.658258402689596	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.189366332817763	-0.0597419706712674	0.143867276807598	0.377389994754376	0.658258402689596	0.141024353027082	0.520349996941037	NA	"abundance"	65	56
"P562-PWY: myo-inositol degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.555543936411538	-0.0597419706712674	0.685052825905225	0.380227725986015	0.658960401609228	0.615882328363533	0.731991291907478	NA	"abundance"	65	21
"PWY-7196: superpathway of pyrimidine ribonucleosides salvage"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.235678080304762	-0.0597419706712674	0.200453422062311	0.386796036865385	0.667942770836066	0.14805021793875	0.520349996941037	NA	"abundance"	65	58
"PWY-5871: ubiquinol-9 biosynthesis (late decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.441832517541554	0	0.51317433983797	0.389249407832052	0.667942770836066	0.447225275760137	0.620948480577948	NA	"prevalence"	65	32
"PWY-5873: ubiquinol-7 biosynthesis (late decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.441832517541554	0	0.51317433983797	0.389249407832052	0.667942770836066	0.447017121687078	0.620948480577948	NA	"prevalence"	65	32
"PWY-7235: superpathway of ubiquinol-6 biosynthesis (late decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.441832517541554	0	0.51317433983797	0.389249407832052	0.667942770836066	0.409542033987331	0.599432130118737	NA	"prevalence"	65	32
"PWY3O-19: ubiquinol-6 biosynthesis (late decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.441832517541554	0	0.51317433983797	0.389249407832052	0.667942770836066	0.447098137301127	0.620948480577948	NA	"prevalence"	65	32
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.175167180386625	-0.0597419706712674	0.132189489798921	0.393645773387519	0.67209401925788	0.499447821259363	0.638999418375949	NA	"abundance"	65	58
"PWY-5837: 2-carboxy-1,4-naphthoquinol biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.388761126432846	-0.0597419706712674	0.381557290224024	0.392635910044493	0.67209401925788	0.257762162855825	0.520349996941037	NA	"abundance"	65	55
"PWY-7883: anhydromuropeptides recycling II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.490798460603272	0	0.576537671435387	0.39461048796267	0.67209401925788	0.633503538715203	0.749054554862564	NA	"prevalence"	65	48
"UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.490638672256805	0	0.576530653355817	0.394758671081353	0.67209401925788	0.63368293376879	0.749054554862564	NA	"prevalence"	65	48
"PWY-6138: CMP-N-acetylneuraminate biosynthesis I (eukaryotes)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.515599674904343	-0.0597419706712674	0.530696117271383	0.396038275555146	0.672955663540971	0.382068943579808	0.593606554770376	NA	"abundance"	65	40
"PWY-5103: L-isoleucine biosynthesis III"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0185254198602958	-0.0597419706712674	0.0887101953599232	0.397053802299124	0.673195779732456	0.288482895741157	0.520349996941037	NA	"abundance"	65	59
"PWY-7111: pyruvate fermentation to isobutanol (engineered)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0457677505102479	-0.0597419706712674	0.121865661009559	0.398500950071511	0.673195779732456	0.155967736320117	0.520349996941037	NA	"abundance"	65	60
"PWY-6435: 4-hydroxybenzoate biosynthesis III (plants)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.482990522689886	0	0.572007301657824	0.398458073967768	0.673195779732456	0.638147311225432	0.752203584775604	NA	"prevalence"	65	48
"PWY-7664: oleate biosynthesis IV (anaerobic)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0333355140485863	-0.0597419706712674	0.107390024340443	0.400194037631045	0.674745761122111	0.640232807506652	0.752203584775604	NA	"abundance"	65	59
"P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.560114173434684	-0.0597419706712674	0.593495745309916	0.403304784102841	0.674759927248984	0.487448382048745	0.638999418375949	NA	"abundance"	65	51
"PWY-7185: UTP and CTP dephosphorylation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.359628271954843	-0.0597419706712674	0.355318593206781	0.402660512468409	0.674759927248984	0.25773569503839	0.520349996941037	NA	"abundance"	65	55
"PWY-7312: dTDP-&beta;-D-fucofuranose biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.471586526443093	-0.0597419706712674	0.625405793873796	0.402769526521076	0.674759927248984	0.64331576154814	0.752264398584519	NA	"abundance"	65	30
"PWY0-862: (5Z)-dodecenoate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0349242863381755	-0.0597419706712674	0.109835809618769	0.401280158682892	0.674759927248984	0.641534551613216	0.752203584775604	NA	"abundance"	65	59
"PWY-6215: 4-chlorobenzoate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.429818101411152	0	0.517600189198447	0.406309494227082	0.678482264832172	0.273955568734778	0.520349996941037	NA	"prevalence"	65	27
"HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-hydroxypentadienoate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.441831376223132	0	0.534522004913742	0.408468604504482	0.679479322980688	0.650090608143126	0.756121429257379	NA	"prevalence"	65	43
"PWY-6690: cinnamate and 3-hydroxycinnamate degradation to 2-hydroxypentadienoate"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.441831376223132	0	0.534522004913742	0.408468604504482	0.679479322980688	0.650090608143126	0.756121429257379	NA	"prevalence"	65	43
"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.523026035162238	-0.0597419706712674	0.561516127229239	0.41339806854216	0.686146237104464	0.213679179542353	0.520349996941037	NA	"abundance"	65	51
"PWY-4041: &gamma;-glutamyl cycle"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.254921668643113	-0.0597419706712674	0.384175220307482	0.416812152568322	0.686146237104464	0.142766152897945	0.520349996941037	NA	"abundance"	65	56
"PWY-6892: thiazole component of thiamine diphosphate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0385332354190809	-0.0597419706712674	0.117825469293444	0.416130762052385	0.686146237104464	0.0856261230209752	0.520349996941037	NA	"abundance"	65	59
"PWY-5367: petroselinate biosynthesis"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.559609879453065	0	0.691789605629426	0.418554984429225	0.686146237104464	0.661921693867901	0.761735282625759	NA	"prevalence"	65	55
"PWY-5392: reductive TCA cycle II"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.434031388397084	0	0.536815745006992	0.418785806784449	0.686146237104464	0.318473182612317	0.541524077293027	NA	"prevalence"	65	40
"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.559609879453065	0	0.691789605629426	0.418554984429225	0.686146237104464	0.661921693867901	0.761735282625759	NA	"prevalence"	65	55
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.559609879453065	0	0.691789605629426	0.418554984429225	0.686146237104464	0.661921693867901	0.761735282625759	NA	"prevalence"	65	55
"PWY66-430: myristate biosynthesis (mitochondria)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.559609879453065	0	0.691789605629426	0.418554984429225	0.686146237104464	0.661921693867901	0.761735282625759	NA	"prevalence"	65	55
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.170180532260252	-0.0597419706712674	0.282562149322023	0.41997326323833	0.686798381611555	0.27665799022817	0.520349996941037	NA	"abundance"	65	57
"GLYCOCAT-PWY: glycogen degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.0280510322594026	-0.0597419706712674	0.106890207877841	0.424694649383977	0.693216407062027	0.288482301350024	0.520349996941037	NA	"abundance"	65	59
"PWY-6749: CMP-legionaminate biosynthesis I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.514898617568522	-0.0597419706712674	0.568853877817482	0.427993186847594	0.69496852133564	0.422534122819142	0.602630634184678	NA	"abundance"	65	47
"PWY-7446: sulfoquinovose degradation I"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.758347868567251	-0.0597419706712674	0.871690046928353	0.428164514294141	0.69496852133564	0.673004177287545	0.771903220355733	NA	"abundance"	65	37
"UBISYN-PWY: superpathway of ubiquinol-8 biosynthesis (early decarboxylation)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.530108470469548	-0.0597419706712674	0.587713456012467	0.427673140398715	0.69496852133564	0.63368293376879	0.749054554862564	NA	"abundance"	65	48
"GLUDEG-II-PWY: L-glutamate degradation VII (to butanoate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.43361541496679	0	0.552338468888134	0.432422024549627	0.697972470052273	0.677855241783655	0.771903220355733	NA	"prevalence"	65	22
"P162-PWY: L-glutamate degradation V (via hydroxyglutarate)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.405563753564594	0	0.516398725461232	0.432237020585656	0.697972470052273	0.677645199206548	0.771903220355733	NA	"prevalence"	65	30
"PWY-8190: L-glutamate degradation XI (reductive Stickland reaction)"	"tbClass"	"Unlikely"	"tbClassUnlikely"	0.405563753564594	0	0.516398725461232	0.432237020585656	0.697972470052273	0.677645199206548	0.771903220355733	NA	"prevalence"	65	30
"3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation"	"tbClass"	"Unlikely"	"tbClassUnlikely"	-0.762013413722928	-0.0597419706712674	0.90063454319879	0.441443997254714	0.709738890233263	0.688015191797208	0.781427176062103	NA	"abundance"	65	33
